fornecedor_nome;fornecedor_cnpj;cliente_nome;cliente_cnpj;estado;total_valor_pedido;total_pedidos_qtd
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;FARMACIA ECONOMICA;121837;CE;3584.62;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARMA FAMA;93659;MA;4000.16;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;FARMACIA PADRE CICERO;80382;CE;2004.54;1
GERMED FARMACEUTICA LTDA;53333;F NIKELLY PEREIRA DE ALMEIDA;93752;CE;4536.00;1
EMS S/A;5582;CASA DOS COMPRIMIDOS;86705;CE;33000.00;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;FCIA ITINGA;92617;MA;2089.19;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;FARMACIA POPULAR CENTRAL 2;91357;CE;2000.00;1
NEOQUIMICA;47252;FARMACIA MINI PRECO;126522;MA;12791.87;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;GRUPO TOTAL;10000;CE;26671.40;10
SOFTYS BRASIL LTDA;789603;FARMACIA DA PRAÇA;63894;PI;500000.00;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;FARMACIA UCHOA;93039;MA;4589.65;1
NATULAB LABORATORIO LTDA;33057;BARBARA ANANDA COSTA CAMPOS AVELINO;119573;CE;2010.68;1
ACCUMED PROD MED HOSP LTDA;48933;REALPHARMA;129511;CE;3512.07;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;DROGARIA ALAN;81377;CE;1050.00;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;FORTE FARMA;118720;MA;6133.22;1
GEOLAB IND FARMACEUTICA S/A;33928;SUPERFARMA;86849;CE;6547.31;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;ARMAZEM REINALDO;56316;PI;3369.90;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;31;FARM.LIMOEIRENSE;80983;CE;1057.33;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARMACIA NATURALLE;20039;CE;50000.00;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;FARMACIA PADRE CICERO;80382;CE;2554.00;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARMACIA SAO LUCAS;88922;CE;3027.24;1
NEOQUIMICA;47252;DROG BEZERRA LEAL;60038;PI;3187.80;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;DISK SAUDE;87795;CE;5337.88;1
NATULAB LABORATORIO LTDA;33057;FARMACIA NOVA FARMA;120610;CE;5381.76;1
NEOQUIMICA;47252;FARMACIA FARMAZIL;123683;CE;1381.42;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;ATENDBEM FL2;7057;BA;521.94;1
MILI S/A;789168;SUPERMERCADO MORANGUINHO LTDA;87995;CE;107516.15;4
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;FARMACIA CENTER POPULAR (LJ 6) C JANGURU;81356;CE;2638.84;1
SOFTYS BRASIL LTDA;789603;FARMACIA AVENIDA;91145;CE;10400.00;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;FARMACIA NEVES;99574;CE;1007.20;1
GEOLAB IND FARMACEUTICA S/A;33928;FARMACIA SAO FRANCISCO;95462;CE;30279.00;1
ACCUMED PROD MED HOSP LTDA;48933;DROGARIA DO TRABALHADOR;7528;BA;17731.16;1
NEOQUIMICA;47252;FARMACIA BATISTA;93748;CE;2116.21;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;FARMA POPULAR APUIARES;120344;CE;2085.30;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;DROGARIA SAO JOSE;70432;MA;1204.28;1
TORRENT DO BRASIL LTDA;792019;DROGARIA POUPE JA;100901;PE;317.40;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;FARMACIA PRO VIDA LJ 01 (MATRIZ);86285;CE;35000.00;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;F L PRODUTOS FARMACEUTICOS LTDA  ME;92322;CE;4174.68;1
ACCUMED PROD MED HOSP LTDA;48933;DROGARIA POPULAR HOLANDA;94120;MA;1002.96;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;HIPER POPULAR DROGARIAS;96158;CE;1575.77;1
BIOSINTETICA FARMACEUTICA LTDA;7676;COMERCIAL DE MEDICAMENTOS SILVA LTDA;80564;CE;6092.29;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;COMERCIAL DE MEDICAMENTOS SOLONOPOLE LTDA;80564;CE;4770.20;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARM G3;101723;PE;5758.80;1
SOFTYS BRASIL LTDA;789603;FARMACIAS DA ECONOMIA LTDA;601;BA;15818.20;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;FCIA SAUDE DO TRABALHADOR;75698;MA;3041.63;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;I FARMA;99055;CE;2224.20;1
EMS S/A;5582;FARMACIA IDEAL;97922;CE;5363.22;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;31;FARMACIA SANTOS;94756;MA;1117.74;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMACIA SANTOS;94756;MA;4578.08;1
EMS S/A;5582;FARMACIA CONVIVA IGUATU;93209;CE;487.22;1
GEOLAB IND FARMACEUTICA S/A;33928;VAREJAO DOS COMPRIMIDOS MARTINS;93262;CE;1337.51;1
HIDROLIGHT DO BRASIL S.A;791209;FARMACIA PROVIDA ( LOJA 06 );86285;CE;486.53;1
ACCUMED PROD MED HOSP LTDA;48933;FARMACIA SAO MATEUS;80442;CE;3680.98;1
NATULAB LABORATORIO LTDA;33057;FARMACIA SAO MIGUEL;72753;MA;3098.70;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;PHARMAFACIL DRUGSTORE EIRELI;95199;CE;2591.00;1
BIOSINTETICA FARMACEUTICA LTDA;7676;DROGA JADE.;81247;CE;1698.00;1
NEOQUIMICA;47252;FARMACIA SANTOS;94756;MA;16473.38;1
EMS S/A;5582;MACEDO COMERCIO DE MEDICAMENTOS LTDA;80533;CE;2161.00;1
EMS S/A;5582;FARMACIA CENTER POPULAR (LJ 01)ESPERANCA;81356;CE;18000.00;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;DROGATEL FARMACIA;62251;PI;2233.65;1
ACCUMED PROD MED HOSP LTDA;48933;COMERCIO VAREJISTA DE MEDICAMENTOS FARMACIA CENTRAL LTDA;93389;CE;8000.00;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;COMERCIAL FARMACEUTICO JARDIM LTDA;91145;CE;3277.97;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;FARMACIA SANTA BRANCA;126589;CE;3529.00;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;DROGARIA ULTRA POPULAR;93814;MA;25000.00;1
SOFTYS BRASIL LTDA;789603;R A MACIELCOMERCIAL DE MEDICAMENTOS LTDA;118536;CE;5688.60;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;FARMACIA EMILIANA;60550;PI;3080.00;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;DROGARIA DEMAIS POPULAR;104265;CE;4385.25;2
NEOQUIMICA;47252;FARMACIA MODERNA;81846;CE;1234.04;1
BIOSINTETICA FARMACEUTICA LTDA;7676;VAREJAO DOS COMPRIMIDOS (FILIAL 3);80794;CE;3581.99;1
EMS S/A;5582;FARMACIA DONATO;8265;CE;4600.84;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;SUPERMECARDO MORANGUINHO;87995;CE;22175.13;1
LABORATORIO GLOBO LTDA;31305;DEUSAFARMA FARMACIA LTDA ME;104373;CE;4135.34;1
GEOLAB IND FARMACEUTICA S/A;33928;FARMACIA MAIS POPULAR;99821;BA;6138.88;1
SOFTYS BRASIL LTDA;789603;HIPER FARMA;99632;CE;5399.80;1
EMS S/A;5582;PROVIDA LJ 05;86285;CE;5672.31;1
MILI S/A;789168;FCO. ELTON APOLONIO MENDES FIL;80588;CE;6530.32;1
LABORATORIO GLOBO LTDA;31305;FARMACIA AVENIDA;7565;BA;8420.84;2
BIOSINTETICA FARMACEUTICA LTDA;7676;CASA DOS COMPRIMIDOS;86705;CE;22843.77;2
HIDROLIGHT DO BRASIL S.A;791209;M C CARVALHO COMERCIO FARMACEUTICO LTDA;89397;CE;527.79;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;FARMACIA MAIS SAUDE;128293;CE;1078.94;1
MILI S/A;789168;FARMACIA DROGRAMIS;120610;CE;1095.00;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;31;FARMACIA SANTA TERESINHA;56456;PI;1760.79;1
HIDROLIGHT DO BRASIL S.A;791209;ANTONIO JOSE CARNEIRO;91168;CE;4098.42;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;FARMACIA CASTELO BRANCO;97038;CE;500.16;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;ECONOMIAFARMA;86705;CE;5000.00;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;LIBORIO & LIBORIO LTDA;7104;BA;4942.80;2
NEOQUIMICA;47252;FARMACIA BEM ESTAR;104393;CE;3285.45;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;COMERCIAL DE MEDICAMENTOS NOGUEIRA LTDA;96743;CE;2054.48;1
NEOQUIMICA;47252;BARATAO DOS COMPRIMIDOS COMERC;86705;CE;62058.00;1
NEOQUIMICA;47252;RICARDO DIAS CARDOSO;94305;MA;5000.40;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;SUPERFARM POPULAR;92109;CE;1474.50;1
EMS S/A;5582;FARMACIA ECONOMICA;121837;CE;3536.04;1
NEOQUIMICA;47252;DROGARIA SAO LUIS;80693;CE;1293.26;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;DROG BEZERRA LEAL;60038;PI;2890.80;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;DROGARIA MAGALHAES;123951;CE;1362.16;1
NATULAB LABORATORIO LTDA;33057;DROGA JACK;80488;CE;1208.62;1
NEOQUIMICA;47252;FARMACIA SAO FRANCISCO;127331;CE;4029.95;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;FARMACIA MAIS POPULAR;99821;BA;160.40;1
SOFTYS BRASIL LTDA;789603;FARMACIA GENTIL - GRENDENE;83453;CE;4794.00;1
TORRENT DO BRASIL LTDA;792019;FARMACIA POPULAR CENTRAL 2;91357;CE;1615.26;1
BIOSINTETICA FARMACEUTICA LTDA;7676;COMERCIAL DE MEDICAMENTOS SOLONOPOLE LTDA;80564;CE;9533.25;1
EMS S/A;5582;FARMACIA PROVIDA ( LOJA 06 );86285;CE;3661.05;1
WELLA BRASIL LTDA;794029;PRO-SAUDE;84079;CE;500.00;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;ULTRAFARMA;80143;CE;10121.44;1
ACCUMED PROD MED HOSP LTDA;48933;FARMACIA MAIS SAUDE;130759;CE;1021.73;1
ACCUMED PROD MED HOSP LTDA;48933;MEDFARMA DRUGSTORE LTDA - ME;91314;CE;575.28;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;FARMACIA SOLONOPOLE;80564;CE;1156.87;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;FARMACIA MULTI;8018;BA;3694.80;1
LABORATORIO GLOBO LTDA;31305;FARMACIA SAO FRANCISCO;95462;CE;10318.70;1
SOFTYS BRASIL LTDA;789603;BETEL 5;1136;BA;1830.88;1
EMS S/A;5582;DROGARIA MAGALHAES;123951;CE;2100.00;1
ACCUMED PROD MED HOSP LTDA;48933;FARMACIA SAO JOSE;80672;CE;5701.04;1
MILI S/A;789168;DROGARIA FEITOSA;80467;CE;32088.22;2
SOFTYS BRASIL LTDA;789603;FARMACIA POPULAR;120647;PE;36199.78;1
NEOQUIMICA;47252;REALPHARMA;129511;CE;20491.20;1
NEOQUIMICA;47252;FARMAFLOR;96643;CE;2800.00;1
NEOQUIMICA;47252;DROGA VIDA;89012;CE;19339.76;2
ACCUMED PROD MED HOSP LTDA;48933;HIPER POPULAR DROGARIAS;96158;CE;4355.86;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMACIA PALMACIA;87198;CE;1100.00;1
LABORATORIO GLOBO LTDA;31305;FARMACIAS DA ECONOMIA LTDA;601;BA;41133.46;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;FARMACIAS NORDESTE;10011;BA;1999.00;2
SOFTYS BRASIL LTDA;789603;TICIANY P. RODRIGUES ME;94072;CE;25192.37;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;A E B COMERCIO DE PRODUTOS FA;90866;CE;1673.00;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;FARMACIA PECHINCHA;130722;CE;1688.27;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;SUPERMERCADO MORANGUINHO;87995;CE;2724.02;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARM.MEDICAL;81399;CE;3138.00;1
LOLLY BABY PRODUTOS INFANTIS L;30083;DROGARIA FARMANATO;93555;CE;6331.41;3
NEOQUIMICA;47252;MEGAFARMA ;119061;PI;9262.80;1
CERAS JOHNSON LTDA;790595;GRUPO TOTAL;10000;CE;267346.19;63
BIOSINTETICA FARMACEUTICA LTDA;7676;DROGARIA N.S APARECIDA;88968;CE;4050.00;1
LABORATORIO GLOBO LTDA;31305;FORTE FARMA;118720;MA;2851.80;1
ACCUMED PROD MED HOSP LTDA;48933;FARMACIA BATISTA;93748;CE;1704.00;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARMACIA LIMA & CARNEIRO LTDA ME;92033;CE;1008.76;1
EMS S/A;5582;GELSUE NOBRE DO NASCIMENTO;95490;CE;2280.10;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;31;FARMACIA SAUDE;1009;BA;1081.47;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;RICARDO DIAS CARDOSO;94305;MA;1043.10;1
TORRENT DO BRASIL LTDA;792019;FRANCILIO HILDERBRANDO FERNANDES RODRIGUES MEE;95621;PI;12720.00;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;A ANDRADE BONFIM JUNIOR MEDICAMENTOS ME;80143;CE;18110.72;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARMACIA JC;103658;PE;2109.60;1
SOFTYS BRASIL LTDA;789603;FARMANOVA;80555;CE;2404.69;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;31;FARMACIA LA DE CASA;87265;CE;3261.10;1
NEOQUIMICA;47252;FARMACIA MAIS SAUDE;7104;BA;9979.16;3
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;ECONOMIAFARMA;86705;CE;10000.00;1
BIOSINTETICA FARMACEUTICA LTDA;7676;POP FARMA;118828;PI;4730.00;1
NEOQUIMICA;47252;DROGARIA CRISTHUS;81254;CE;5040.15;1
LABORATORIO GLOBO LTDA;31305;POPULARFARMA;100366;PI;6093.38;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;NOSSA FARMACIA;90446;CE;3344.95;1
MILI S/A;789168;MEDFARMA DRUGSTORE LTDA - ME;91314;CE;2543.92;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;COEMDIBRA;84816;CE;5023.49;1
NATULAB LABORATORIO LTDA;33057;SUPERFARM POPULAR;92109;CE;2165.14;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;FARMACIA BEM ESTAR;104393;CE;2098.94;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;FARMACIA UCHOA;93039;MA;1571.48;1
NEOQUIMICA;47252;FARMACIA DO TRABALHADOR DO POVO;123844;CE;3076.76;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;BENFARMA;98006;CE;2965.56;1
NEOQUIMICA;47252;ECONOMIA FARMA;97067;CE;3070.83;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARMACIA MURILO FARMA;121394;CE;6946.52;1
NEOQUIMICA;47252;DROGARIA DO TRABALHADOR;7528;BA;10097.51;1
NEOQUIMICA;47252;FARMACIA CENTER POPULAR (LJ 2) U JANGURU;81356;CE;9947.37;2
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARMACIA JC;100492;PE;1020.80;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;SUPERMERCADO  MORANGUINHO;87995;CE;22175.13;1
HIDROLIGHT DO BRASIL S.A;791209;FARMAROSSI;93516;CE;2051.81;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;DROGARIAS ULTRA POPULAR;96349;MA;6102.90;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARMACIA TRABALHADOR DO NORDESTE;101723;PE;4799.00;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;FORMULA VERDE;80565;CE;2438.00;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;DROGARIA ULTRAPOPULAR;7057;BA;521.94;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;COEMDIBRA;84816;CE;1453.02;1
SOFTYS BRASIL LTDA;789603;VAREJAO SUPER BARATAO LTDA ME;93644;CE;47940.00;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARM.VASCONCELOS;80502;CE;2255.88;1
SOFTYS BRASIL LTDA;789603;DROG SILVA ROCHA;3843;BA;200053.00;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMACIA NOVA FARMA;120610;CE;2811.18;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMACIA SANFARMA;91259;CE;620.00;1
WELLA BRASIL LTDA;794029;COEMDIBRA;84816;CE;3000.00;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARMACIA JARDIM IRACEMA;80578;CE;2205.96;1
SOFTYS BRASIL LTDA;789603;REBEKA NEVES DE MENEZES ME;99574;CE;56313.40;2
TORRENT DO BRASIL LTDA;792019;DROGA JADE.;81247;CE;699.54;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;DROGARIA ULTRA POPULAR;95647;MA;11726.87;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;FARMACIA DO PRECO POPULAR;123399;CE;20658.60;2
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;SEU ATACADAO;97371;CE;300000.00;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;FARMÁCIA DA PRAÇA;63894;PI;425.10;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;FARMACIA NOGUEIRA 8 LTDA;119544;CE;805.04;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARMACIA SAO ROQUE;130471;BA;5151.20;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;FARMACIA ZILMA;96097;CE;588.72;1
NATULAB LABORATORIO LTDA;33057;FARMACIA ROMAO;80690;CE;0.00;1
PRO NOVA DIST E COM DE COSMETICOS LTDA - GIOVANNA BABY;792121;SUPERMERCADO MORANGUINHO;87995;CE;12534.08;1
GERMED FARMACEUTICA LTDA;53333;MEDMAIS POPULAR;119577;BA;7000.00;1
NEOQUIMICA;47252;DROGARIA DO TRABALHADOR DA SAPIRANGA;90200;CE;2500.00;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARMACIA SAO JOSE;101962;PE;1000.00;1
EMS S/A;5582;SANFARMA SANTO ANTONIO FARMAC-;83144;CE;10000.00;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;FARMACIA BANABUIU;88665;CE;5137.06;1
TORRENT DO BRASIL LTDA;792019;FARMACIA CASTELO BRANCO;97038;CE;526.28;1
NEOQUIMICA;47252;COMERCIAL DE MEDICAMENTOS SILVA LTDA;80564;CE;7090.00;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;FARMASHOW;123310;CE;1017.60;1
WELLA BRASIL LTDA;794029;L A L DE AGUIAR  ME;99434;CE;25000.00;1
EMS S/A;5582;FCIA POPULAR;54933;PI;4912.40;1
GERMED FARMACEUTICA LTDA;53333;FARMACIA CASCAVEL;91357;CE;15000.00;1
LABORATORIO GLOBO LTDA;31305;FARMACIA SAO JOSE - 2;81017;CE;1676.68;1
BIOSINTETICA FARMACEUTICA LTDA;7676;REI DOS COMPRIMIDOS (FILIAL 2);80794;CE;7181.33;1
MILI S/A;789168;M C CARVALHO COMERCIO FARMACEUTICO LTDA;89397;CE;15000.00;1
ACCUMED PROD MED HOSP LTDA;48933;MARCIA JORDANA ARAUJO LIMA;95658;CE;1488.69;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;FARMACIA GALVAO;102393;PE;1000.00;1
PRO NOVA DIST E COM DE COSMETICOS LTDA - GIOVANNA BABY;792121;GRUPO TOTAL;10000;CE;431724.58;54
SOFTYS BRASIL LTDA;789603;VAREJAO SUPER BARATO LTDA;93644;CE;24440.00;1
NATULAB LABORATORIO LTDA;33057;DROGARIAS MAXI POPULAR;96359;MA;0.00;1
LOLLY BABY PRODUTOS INFANTIS L;30083;FARMA POPULAR;120344;CE;1541.47;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARMACIA NOVA VIDA;10663;BA;11000.00;1
NEOQUIMICA;47252;FARMACIA E DROGARIA VARGEMFARMA LTDA;94041;MA;9270.60;1
PRO NOVA DIST E COM DE COSMETICOS LTDA - GIOVANNA BABY;792121;FARM.SOLONOPOLES;80564;CE;5938.76;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;DROGARIAS ULTRA POPULAR;97835;CE;2539.46;1
SOFTYS BRASIL LTDA;789603;FARMACIA CASTELO BRANCO;97038;CE;10197.51;1
SOFTYS BRASIL LTDA;789603;SILVA E GALVAO LTDA ME;80555;CE;2404.69;1
NATULAB LABORATORIO LTDA;33057;REBEKA NEVES DE MENEZES ME;99574;CE;1232.32;1
SOFTYS BRASIL LTDA;789603;FARMACIA UNIFARMA POPULAR;123144;CE;25428.00;1
NEOQUIMICA;47252;DEUSAFARMA FARMACIA LTDA ME;104373;CE;4354.05;1
GEOLAB IND FARMACEUTICA S/A;33928;DROGARIA DO TRABALHADOR DA SAPIRANGA;90200;CE;10000.00;1
BIOSINTETICA FARMACEUTICA LTDA;7676;DTOGARIA FREITAS;67210;MA;4000.00;1
SOFTYS BRASIL LTDA;789603;FRANCISCO RONALDO FERREIRA ARAGAO;93644;CE;28200.00;1
SOFTYS BRASIL LTDA;789603;SUPERMERCADO CIMIR LTDA;93201;CE;25038.00;1
EMS S/A;5582;NOSSA FARMACIA;90446;CE;531.51;1
LOLLY BABY PRODUTOS INFANTIS L;30083;FARM FERNANDES;86926;CE;4110.03;1
WELLA BRASIL LTDA;794029;SUPERMERCADO  MORANGUINHO;87995;CE;11000.00;1
SOFTYS BRASIL LTDA;789603;FARMACIA SARA SOUSA VIANA LTDA;90975;CE;5728.16;1
NEOQUIMICA;47252;FARMACIA PONTUAL;86558;CE;3096.89;1
ACCUMED PROD MED HOSP LTDA;48933;GRUPO TOTAL;10000;CE;205797.02;65
LABORATORIO TEUTO BRASILEIRO L;30791;  ADRIANA SARAIVA DA SILVA 60069349304 ;98006;CE;3000.00;1
HIDROLIGHT DO BRASIL S.A;791209;FARMACIA PROVIDA ( LOJA 07 );86285;CE;534.75;1
NEOQUIMICA;47252;ANTONIA CLAUDIA HOLANDA - ME;90841;CE;1451.13;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;FARMACIA CENTER POPULAR (LJ 6) C JANGURU;81356;CE;50000.00;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;FARMACIA ESTILO;80732;CE;1050.96;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;FARMALIMA;80704;CE;2763.00;1
TORRENT DO BRASIL LTDA;792019;PROVIDA LJ 05;86285;CE;1736.45;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;FARMACIA ALDESUL (MATRIZ);80576;CE;74248.08;1
SOFTYS BRASIL LTDA;789603;DROGA MAIS;100582;PE;100000.00;1
LOLLY BABY PRODUTOS INFANTIS L;30083;FORTE FARMA;118720;MA;3040.56;1
WELLA BRASIL LTDA;794029;FARMACIA POPULAR CENTRAL 2;91357;CE;2000.00;1
EMS S/A;5582;ATACADAO MEGAFARMA;119061;PI;1028.08;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;FARMACIA MAIS SAUDE;130759;CE;528.00;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARMA POPULAR;123768;MA;2943.56;1
NEOQUIMICA;47252;FARMACIA CENTER POPULAR (LJ 6) C JANGURU;81356;CE;7316.00;1
NATULAB LABORATORIO LTDA;33057;S S FARMACIAS LTDA;97917;MA;4001.47;1
GEOLAB IND FARMACEUTICA S/A;33928;FARMA POPULAR;123768;MA;3367.69;1
ACCUMED PROD MED HOSP LTDA;48933;FARMACIA CAVALCANTE EMPREENDIMENTOS LTDA ME;103866;PE;1626.43;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;MERCANTIL DLS DE ALIMENTOS LTDA;120864;CE;1137.21;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;DROGARIAS ULTRA POPULAR ;95647;MA;21467.09;2
NEOQUIMICA;47252;FARMACIA MAIS SAUDE MEDICAMENTOS EIRELI;95440;CE;3121.44;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;FARMACIA JC;100492;PE;3083.04;1
BIOSINTETICA FARMACEUTICA LTDA;7676;CEGIANE GESSICA A MONTEIRO ME;77160;CE;2266.49;1
SOFTYS BRASIL LTDA;789603;FARMACIA POPULAR;80123;CE;10079.80;1
GERMED FARMACEUTICA LTDA;53333;HIPER POPULAR;127779;MA;2000.00;1
BIOSINTETICA FARMACEUTICA LTDA;7676;HIPER POPULAR;127779;MA;1013.76;1
WELLA BRASIL LTDA;794029;HIPER POPULAR DROGARIAS;96158;CE;1000.00;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;FARMACIA CENTRAL;99838;BA;3307.00;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;FARMACIA POPULAR CENTRAL 2;91357;CE;16873.48;3
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;AURENICE SANTOS SOUSA;96668;CE;2107.83;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;FARMACIA JC;100492;PE;1581.81;1
